Country Name,Country Code,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sub-Saharan Africa (excluding high income),SSA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,11.17342809,14.18270624,14.68297667,16.70009399,15.798028,13.95313541,17.14132339,25.04051046,18.23288671,17.59717215,16.96942061,17.9271234,20.99200753,21.32211224,19.54878108,20.3674801,28.75645634,26.76941434,31.43999577
South Sudan,SSD,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,0.074890922,0.956415801,3.37866014,6.966483277,9.845785782,12.49504449,15.43796603,18.41438501,21.12833113,23.65343856
Sub-Saharan Africa,SSF,"Access to electricity, rural (% of rural population)",,,,,,,,,,,11.35367504,14.3449177,14.83696245,16.84474824,15.9421551,14.10287452,17.28428103,25.15827971,18.36794944,17.73671931,17.10045518,18.05357995,21.11700237,21.44124794,19.66555492,20.48418147,28.861227,26.87543911,31.53485503
Small states,SST,"Access to electricity, rural (% of rural population)",,,,,,,,,,,48.33246444,52.37504313,50.68419086,45.68566149,47.86806138,50.33033691,48.34151272,53.10191007,54.57614898,54.49712852,54.03707715,54.96827769,56.38589239,57.76621474,59.2844889,61.24688173,63.58206275,64.06061866,67.9946422
Sao Tome and Principe,STP,"Access to electricity, rural (% of rural population)",,,,,,,,,,,40.06112185,37.66231762,38.50604748,39.292101,40.01873628,40.6709567,41.26431842,41.82877401,42.39940882,34.14217549,43.72787083,44.581901,42.7665503,46.88460694,52.41332271,49.94801755,51.49271211,52.69553564,55.74170195
Suriname,SUR,"Access to electricity, rural (% of rural population)",,,,,,,,,,99.62406,91.20577027,91.08574999,90.91600087,90.66856291,90.31470984,89.86723693,81.8156719,88.75754569,88.1798205,87.64378974,79.36962439,86.86821531,86.57924226,86.56714329,86.66175455,88.6098388,90.76851177,92.59091634,94.28579014
Slovak Republic,SVK,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Slovenia,SVN,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Sweden,SWE,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Eswatini,SWZ,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,17.48107603,15.8108333,19.27251247,22.69187684,26.063939,27.28781091,32.7027276,35.88623942,30.11430966,39.79189828,46.02438803,49.52722311,52.80160873,59.27684648,59.78346879,63.47611982,67.40877301,70.18458263
Sint Maarten (Dutch part),SXM,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100
Seychelles,SYC,"Access to electricity, rural (% of rural population)",,,,,80.18822587,84.36518751,85.08196919,84.03159851,86.52971113,87.25463675,87.96933216,88.66578793,92.06469103,89.99380674,90.62891714,91.23911603,98.11280136,92.35033627,92.90114375,93.4881956,93.57101934,96.38402727,96.97342106,95.61644717,100,100,100,100,100
Syrian Arab Republic,SYR,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,72.23764683,85.2320768,84.37751718,83.42760644,99.2084816,81.37791805,80.41444535,79.53679346,83.55855877,81.92209729,80.90726121,79.4301109,79.15688759,78.70033205,78.26904372,77.84546902,69.45765521
Turks and Caicos Islands,TCA,"Access to electricity, rural (% of rural population)",57.9485631,64.87392243,64.54188989,64.24904901,64.02893694,63.89768134,63.90643566,64.10140983,64.52965012,65.18640741,73.60642969,66.98976615,68.33704634,69.70242507,70.95501379,71.9971287,72.897404,73.75617036,74.69459679,100,100,100,100,100,100,100,100,100,100
Chad,TCD,"Access to electricity, rural (% of rural population)",0.01,,,,,,,,,0.03683953,0.277649205,0.506212234,0.714966723,0.895829512,,1.147153277,1.225727158,1.292606818,1.364242195,1.456432062,3.046523267,1.750245992,1.9776182,2.254817888,2.388355894,0.522862551,2.854659887,2.549905074,2.745510595
East Asia & Pacific (IDA & IBRD countries),TEA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,89.11586312,89.93346333,88.74489691,88.67284703,90.22841412,89.42491011,90.99142411,90.69471577,91.25693756,92.19986062,92.8595811,93.81788653,94.29530481,94.43084326,94.55387477,95.19611692,95.27324901,96.56494803,96.68682869
Europe & Central Asia (IDA & IBRD countries),TEC,"Access to electricity, rural (% of rural population)",,,,,,,,,,,99.63489418,99.69155242,99.74582403,99.82379257,99.77236928,99.7970768,99.75925929,99.7619374,99.74365679,99.82422039,99.78591134,99.82766358,99.90785285,99.90302745,99.93639405,99.90432086,99.96408731,99.97208546,99.97144777
Togo,TGO,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,12.37716133,13.17990565,9.33423539,16.25528077,15.55687979,16.57313255,21.1354836,19.01219124,20.39817677,19.45706264,22.35375204
Thailand,THA,"Access to electricity, rural (% of rural population)",,,,,,,,,,,73.9577726,84.57471668,85.63162181,86.69033979,87.74034535,88.77630137,98.84363281,90.86897114,91.97200945,98.9229784,99.46565974,99.14154755,98.82440281,99.15697345,99.71834908,99.50881734,100,99.9,100
Tajikistan,TJK,"Access to electricity, rural (% of rural population)",,,,,,,,,,95.93387789,98.02519428,98.29393784,98.77523486,100,98.41304495,99.15570826,98.30801149,98.22863842,98.15442446,98.87055471,98.09059749,98.1355983,98.84703559,98.42546804,98.65092099,97.8174807,99.20240324,99.33695253,99.33723822
Turkmenistan,TKM,"Access to electricity, rural (% of rural population)",,,,,,,,,,,99.5151127,99.6593979,99.78809457,99.87366876,99.90068358,99.86007552,99.8163939,99.65390354,99.53837117,99.44887258,100,99.84173486,99.96693504,100,100,100,100,100,100
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Access to electricity, rural (% of rural population)",,,63.25510239,64.25862326,71.23133341,62.76970518,65.17871794,66.01996494,67.74341107,69.26881015,68.99802482,72.85826428,74.43955414,74.9782555,75.93117198,77.0352361,78.9767209,79.71535151,81.90871218,82.50981213,83.68817625,84.58533372,86.05367745,87.11988453,87.77873094,89.11163743,93.49069594,90.75391487,92.75525286
Timor-Leste,TLS,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,10.55802138,7.757262769,12.11878962,14.58001854,17.98616034,21.37774556,19.94581783,28.18444048,31.63478667,20.57826481,38.72092032,42.38945891,46.11768338,49.73076083,55.48149024,67.18120026,71.69074806,79.24554586
Middle East & North Africa (IDA & IBRD countries),TMN,"Access to electricity, rural (% of rural population)",,,,,,,,,,,78.73281482,80.20973001,80.36645189,82.67896895,81.9695545,84.21729562,89.05296174,85.04221843,87.11689589,86.85982748,89.95551763,90.13977497,91.81247397,92.94275057,90.76550502,92.93186801,93.11840562,94.76388547,91.82251158
Tonga,TON,"Access to electricity, rural (% of rural population)",,,,,75.22663571,77.44276174,78.35759615,79.28419506,80.22246992,81.16570368,82.10596248,83.03543794,83.94603259,84.82951978,85.67817838,86.48785076,90.66715306,88.04178533,88.81752655,89.6161168,90.45393764,90.5992255,91.30024281,93.34037196,94.41395798,95.52171996,96.53304799,97.74206605,98.89908646
South Asia (IDA & IBRD),TSA,"Access to electricity, rural (% of rural population)",,,,35.12220293,31.7027357,33.83754517,35.32014783,36.77099895,41.40831082,45.42563094,45.1064265,42.45287738,49.41034435,51.37363694,51.41977433,54.01509454,54.91946322,57.51521731,59.84550818,61.96972622,63.88713635,55.13929499,68.53465296,69.49166096,72.88610818,78.22320772,80.93469109,85.07677754,87.58780255
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Access to electricity, rural (% of rural population)",,,,,,,,,,,11.35367504,14.3449177,14.83696245,16.84474824,15.9421551,14.10287452,17.28428103,25.15827971,18.36794944,17.73671931,17.10045518,18.05357995,21.11700237,21.44124794,19.66555492,20.48418147,28.861227,26.87543911,31.53485503
Trinidad and Tobago,TTO,"Access to electricity, rural (% of rural population)",,,,,,,,,,,80.24718948,92.25518351,92.98871859,93.69019173,94.3096839,94.83986741,100,100,100,100,100,100,100,100,100,100,100,100,100
Tunisia,TUN,"Access to electricity, rural (% of rural population)",,,,,66.4473654,70.96895287,75.08693171,79.06346857,82.09283476,84.67756188,86.24424993,93.10498248,94.52203702,96.2342036,97.95250359,98.60565003,99.04324907,98.2451523,98.86109679,99.03583715,98.64037384,98.90935048,98.60560115,99.1588735,99.40446591,99.9,100,100,99.57799065
Turkey,TUR,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,100,99.88871787,99.97735753,100,100,100,100,100,100
Tuvalu,TUV,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,94.05920192,94.35706111,94.58477726,94.75706561,94.66246959,95.03251646,95.1908504,95.4042122,95.70795712,96.16587664,96.67197591,97.31557436,98.18118305,99.26411737,99.66671969,100
Tanzania,TZA,"Access to electricity, rural (% of rural population)",,,2.648260528,,,0.212913842,2.508797094,1.22212675,1.728333352,2.573211786,2.718512169,3.187050009,3.626316852,3.249138924,2.609304883,4.373628943,4.503808235,4.595982161,1.041767784,,2.519728512,2.592143327,2.290904743,1.735447885,10.03742089,11.7593957,17.27067985,16.7039652,18.83683977
Uganda,UGA,"Access to electricity, rural (% of rural population)",,1.978019082,,,,1.877030397,,,0.255024485,1.07350307,1.883576711,2.272150667,1.966223452,4.199686901,4.908650676,0.710018461,2.078533855,6.841103467,7.462498782,1.85510662,3.468448918,4.464942849,9.978453918,3.554696835,11.9075422,9.046522868,17.6943752,24.40728334,38.01845831
Ukraine,UKR,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Upper middle income,UMC,"Access to electricity, rural (% of rural population)",,,,,,,,,,,90.45168348,91.39631972,92.3490321,92.45265019,93.23344713,92.84281333,94.37970191,94.30912648,95.03642428,95.60883748,96.47587454,96.87808702,97.63674974,97.79626012,98.00344538,98.18506598,98.17118549,98.41014933,99.02598415
Uruguay,URY,"Access to electricity, rural (% of rural population)",,,90.94319022,86.77798959,86.68203851,86.64876778,85.26994531,86.08593821,86.65882632,89.367976,88.50343963,91.86962746,93.0016478,93.82632276,94.14448018,93.79462394,86.56797367,88.15591671,88.00192562,88.68769874,92.70470458,94.60445741,100,100,100,100,100,100,100
United States,USA,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Uzbekistan,UZB,"Access to electricity, rural (% of rural population)",,,,,,,99.28305133,98.987631,99.10952618,99.24666698,99.38542905,99.51148502,99.5220139,99.66399637,99.65329111,99.60442251,99.19995186,99.48024326,99.43734911,99.43127677,99.48670681,99.63155569,99.83129609,99.94736418,99.99259568,100,100,100,100
St. Vincent and the Grenadines,VCT,"Access to electricity, rural (% of rural population)",,56.44304564,59.77138452,61.48225842,63.21471701,64.97314463,66.76320338,68.59115883,70.45867902,72.35608931,74.27047243,78.8466585,78.09518633,79.97592012,81.81547388,83.60461062,85.36098936,86.55621538,88.87733445,90.69002616,92.57583123,94.56359016,96.67562,98.90415685,100,100,100,100,100
"Venezuela, RB",VEN,"Access to electricity, rural (% of rural population)",,,85.79200544,91.11602968,90.82647635,94.69499433,90.51908693,92.20936406,92.39868959,94.78968449,91.86206038,99.17695464,99.8,66.258032,94.23293936,92.19073058,95.14603193,90.58106682,89.95405364,89.66452966,90.4674512,90.24554367,94.3297609,93.55002034,100,100,94.9302911,93.23009296,100
British Virgin Islands,VGB,"Access to electricity, rural (% of rural population)",90.89330059,91.15787721,91.46222101,91.7704847,92.08626699,92.41406231,92.75804852,93.12256692,93.50955741,93.90972473,94.31052328,94.6992902,95.06261152,95.38691925,95.6584002,95.86854818,96.03373738,96.1766799,96.3207547,96.48995826,98.08063776,98.48165383,98.7376595,98.79220437,98.93869965,100,100,100,100
Virgin Islands (U.S.),VIR,"Access to electricity, rural (% of rural population)",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Vietnam,VNM,"Access to electricity, rural (% of rural population)",,,,,,,,72.37815261,81.1989481,82.29980487,83.38702081,84.47726392,85.5724549,86.63221985,87.67977182,94.78695254,94.80113154,90.70939242,91.7348072,94.6169424,97.9150677,98.54904237,98.61660792,98.53547882,98.85342753,99.69692662,98.77843945,100,100
Vanuatu,VUT,"Access to electricity, rural (% of rural population)",,,,,4.177109336,,,1.173940416,3.045382686,3.290362291,6.83324049,8.746301097,10.64727852,12.52649975,14.37833187,16.19738609,9.236959659,17.80146014,21.59325367,17.55641778,31.72940778,27.5035806,29.67319622,13.76430939,36.19953525,40.0490006,46.5896373,52.84027472,51.10510986
World,WLD,"Access to electricity, rural (% of rural population)",,,,,,,,,,,65.63453765,64.77575474,66.62684243,67.07604943,67.19787375,67.63024254,68.91177933,69.90575502,70.29056922,71.19953951,71.6402353,68.74801337,74.25678266,74.30981839,74.6997679,77.04193773,79.5044002,80.82709348,82.04011379
Samoa,WSM,"Access to electricity, rural (% of rural population)",,73.90081047,76.7974036,77.79630053,75.23480444,79.81321255,80.83529145,81.86945165,82.91545913,83.96804107,85.01903645,86.06095954,87.1166244,88.1567106,89.15597677,90.1113903,95.7874417,91.94406667,98.07417576,97.44152871,96.1354381,96.16958017,96.81005569,97.92616846,97.54474014,99.68746977,99.97905326,96.0865561,100
Kosovo,XKX,"Access to electricity, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,
"Yemen, Rep.",YEM,"Access to electricity, rural (% of rural population)",,,30.77044689,26.91729396,27.96685272,29.07668154,30.24250154,27.08157934,32.62724619,33.84039041,35.05774856,36.272688,37.47429018,38.65499498,32.93897286,41.83563162,39.42030153,43.08987064,44.18346366,45.30739335,61.52214821,60.77636785,60.01919564,64.03333096,50.62494325,57.41150891,56.33151866,68.76679885,48.69834884
South Africa,ZAF,"Access to electricity, rural (% of rural population)",,,,,,,24.20267246,47.67189428,40.40603589,51.07814399,52.84346781,48.49541152,64.05764935,66.28208628,71.93412864,71.27971511,70.06773495,72.59757616,71.56503465,72.83188857,67.9479513,73.41535384,76.96773499,76.78775067,77.62956389,75.36353142,70.71572237,70.3145301,89.59881919
Zambia,ZMB,"Access to electricity, rural (% of rural population)",,,6.672268756,,0.568149628,1.263208289,1.803358015,2.715956516,2.887682822,4.249533956,2.07416994,5.376085984,2.170901935,1.941511458,4.655214026,5.589360942,5.483792641,0.632463802,5.172399093,5.008840378,3.95945257,4.768634849,4.728333599,4.763002085,4.179721596,4.697571589,9.305716898,13.99769893,10.96800044
Zimbabwe,ZWE,"Access to electricity, rural (% of rural population)",,,3.023971067,6.760162135,4.233107497,6.958865049,7.071053522,7.197111911,7.337329555,13.88493039,7.628090425,7.760674712,7.215282908,8.559032405,9.293299758,9.972061656,9.370758797,11.23154701,11.85231368,19.57489311,17.22719787,14.08005119,23.84891062,15.5953451,7.69180817,10.94931298,18.2783321,19.15260038,19.99774965
